colis_id,poids_kg,volume_m3,fragilite_0_10,valeur_estimee_ar,delai_express,categorie_declaree,designation,profil_source
LOT-M-0074,71.28,0.791,0,91171,0,C,Sacs de riz,lourd_robuste
LOT-M-0075,5.05,0.588,6,256369,0,B,Chaussures en carton,volumineux_moyen
LOT-M-0076,1.77,0.07,7,1941550,1,A,Documents admin Tana,leger_valeur
LOT-M-0077,3.15,0.066,7,1391581,1,A,Documents admin Tana,leger_valeur
LOT-M-0078,9.11,0.125,7,700280,1,A,Bijouterie artisanale,leger_valeur
LOT-M-0079,4.21,0.074,8,760788,0,A,Documents admin Tana,leger_valeur
LOT-M-0080,7.6,0.065,9,2136093,1,A,Composants electroniques,leger_valeur
LOT-M-0081,91.6,1.483,3,154242,1,C,Instrument de musique,outlier
LOT-M-0082,65.55,0.519,3,110650,0,C,Toles galvanisees,lourd_robuste
LOT-M-0083,63.53,1.217,2,97576,0,C,Sacs de riz,lourd_robuste
LOT-M-0084,19.47,0.456,5,107374,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0085,3.5,0.106,9,3559236,0,A,Bijouterie artisanale,leger_valeur
LOT-M-0086,4.5,0.314,2,222518,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0087,18.15,0.657,5,38418,1,B,Chaussures en carton,volumineux_moyen
LOT-M-0088,13.63,0.644,3,90007,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0089,98.45,1.036,0,122730,0,C,Briques et materiaux,lourd_robuste
LOT-M-0090,5.66,0.019,7,4070905,0,A,Bijouterie artisanale,leger_valeur
LOT-M-0091,14.97,0.787,6,153353,0,B,Chaussures en carton,volumineux_moyen
LOT-M-0092,7.14,0.508,5,69967,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0093,22.28,0.457,5,188192,0,B,Chaussures en carton,volumineux_moyen
LOT-M-0094,10.66,0.474,6,266712,0,B,Chaussures en carton,volumineux_moyen
LOT-M-0095,8.87,0.509,5,139365,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0096,53.36,0.845,2,51441,0,C,Toles galvanisees,lourd_robuste
LOT-M-0097,9.56,0.581,3,149847,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0098,1.99,0.017,8,709110,0,A,Documents admin Tana,leger_valeur
LOT-M-0099,0.62,0.044,4,49231,1,B,Colis pharmacie de garde,express_petit
LOT-M-0100,84.28,0.958,0,146131,0,C,Briques et materiaux,lourd_robuste
LOT-M-0101,102.48,1.164,1,69410,0,C,Briques et materiaux,lourd_robuste
LOT-M-0102,4.64,0.08,9,689539,0,A,Documents admin Tana,leger_valeur
LOT-M-0103,3.67,0.017,7,1955425,1,A,Documents admin Tana,leger_valeur
LOT-M-0104,86.22,1.084,3,886098,0,C,Instrument de musique,outlier
LOT-M-0105,4.96,0.097,8,1034294,1,A,Composants electroniques,leger_valeur
LOT-M-0106,68.91,0.948,3,77517,0,C,Toles galvanisees,lourd_robuste
LOT-M-0107,7.34,0.156,5,95400,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0108,7.62,0.119,9,2979903,0,A,Composants electroniques,leger_valeur
LOT-M-0109,17.37,0.279,5,243696,0,B,Textile lamba et tissus,volumineux_moyen
LOT-M-0110,2.12,0.031,9,1119143,1,A,Documents admin Tana,leger_valeur
LOT-M-0111,65.1,1.109,2,72856,0,C,Briques et materiaux,lourd_robuste
LOT-M-0112,92.67,0.807,1,117410,0,C,Briques et materiaux,lourd_robuste
LOT-M-0113,1.96,0.04,4,339382,1,B,Colis pharmacie de garde,express_petit
LOT-M-0114,11.18,0.581,6,201292,0,B,Chaussures en carton,volumineux_moyen
LOT-M-0115,3.29,0.056,8,854318,0,A,Composants electroniques,leger_valeur
LOT-M-0116,79.2,1.422,0,127363,0,C,Briques et materiaux,lourd_robuste
LOT-M-0117,91.06,0.905,0,182770,0,C,Briques et materiaux,lourd_robuste
LOT-M-0118,8.64,0.11,10,4875077,1,A,Bijouterie artisanale,leger_valeur
LOT-M-0119,53.22,0.636,2,226377,0,C,Sacs de riz,lourd_robuste
